"UWI" "MD" "TVD" "EWOFFSET" "NSOFFSET" "DIP" "AZM" "TVDSS" "XPATH" "YPATH" "SURNAME" "SURSTAT" "Borehole.Direction"
"215" 30045356080000 5798 5347.4 -815.73 701.5 85.26 273 1545.6 540255.18 1913030.67 "Actual" "Active" "down"
"216" 30045356150000 6153 5548.46 -1248.28 -757.79 87.98 272.15 1543.54 540098.93 1913923.83 "Actual" "Active" "down"
"217" 30045356160000 6085 5567.28 -1312.52 112.94 90.57 269.16 1524.72 540056.56 1914798.55 "Actual" "Active" "down"
"218" 30045356220000 5899 5506.22 -359.24 -348.25 85.09 270.78 1411.78 558925.81 1915570.12 "Actual" "Active" "down"
"219" 30045356230000 5953 5520.03 -91.23 589.14 85.02 270.3 1397.97 559175.78 1916519.45 "Actual" "Active" "down"
"220" 30045356250000 5995 5513.07 -1491.53 -630.95 86.21 273.76 1372.93 556499.56 1917935.43 "Actual" "Active" "down"
"221" 30045356270000 5784 5327.08 -659.16 -1156.58 86.08 272.62 1565.92 540433.74 1911172.62 "Actual" "Active" "down"
"222" 30045356390000 5688 5263.26 8.56 -386.67 86.13 276.98 1649.74 535088.34 1911506.21 "Actual" "Active" "down"
"223" 30045356410000 6880 6220.95 208.27 -973.16 87.52 269.62 1114.05 555792.96 1941750.03 "Actual" "Active" "down"
"224" 30045356420000 6865 6270.38 218.05 791.4 86.41 268.89 1064.62 555804.33 1943563.59 "Actual" "Active" "down"
"225" 30045356430000 5735 5266.5 0.03 717.67 85.18 269.5 1579.5 540411.99 1910281.49 "Actual" "Active" "down"
"226" 30045356460000 5880 5440.73 -441.6 -179.58 85.15 271.13 1488.07 550602.62 1912939.49 "Actual" "Active" "down"
"227" 30045356470000 6242 5483.44 -374.33 1634.54 85.64 269.89 1444.06 550670.19 1914797.62 "Actual" "Active" "down"
